-1447.9741733913986
0.42608569824410564 1.312847322650228e-74 0.5739133767825573 1.2003269987882623e-38 9.249732389527779e-07 
4.675844120623273e-28 4.234709124227662e-30 5.843168828737478e-08 0.9999999415682745 1.5240681048797603e-32 
0.00018114848284703087 2.4481734046773557e-35 0.9998188515170983 3.207778961999693e-50 6.9453474473949834e-46 
4.9794590776692924e-05 0.45313338684674026 0.5468168185624414 2.478766796572983e-15 5.070729344729736e-35 
7.930142396319482e-68 0.7999326326517984 2.5514753159329715e-20 2.8343512236351646e-22 0.2000673673481705 
7.509276955754774e-17 0.23212148769088053 0.0033161541077550817 0.7645623582006555 6.735874152409139e-13 
9.975441319945099e-28 0.7692493816387528 1.0333664976754794e-26 4.166677764075523e-31 0.23075061836121089 
0.046917212546889575 0.030612184036950225 9.166444261064491e-21 0.0034197438324350946 0.9190508595836316 
8.296810256322077e-38 1.8741329502128097e-23 1.1580838314225989e-39 5.24781709017514e-52 0.9999999999999415 
0.9999999999999145 3.473235930645317e-104 1.6081985786497398e-51 6.87376095564106e-75 1.612672311895754e-129 
1.0209411329169361e-73 1.6084834482295479e-37 0.046625968729438465 0.8361191670794683 0.11725486419101744 
0.6141268281043072 0.38587317189549675 5.0393393453541456e-57 2.1266719431505897e-36 1.587694025323291e-23 
2.629526969351859e-76 0.7824135097513127 2.4212110230626384e-33 0.21758649024860974 1.9290837712359822e-35 
0.9999999999997143 3.7095214507865994e-22 2.628015368909102e-76 5.783728025033552e-30 1.560746052333565e-76 
0.569771798705247 5.736776479810661e-93 0.43022820129458916 7.730375334388556e-82 2.9996703164289663e-26 
4.3884588577849515e-43 1.0919077629804404e-42 1.656471551625773e-18 7.059278388525439e-22 0.999999999999706 
1.664859465898211e-127 0.15561112036349337 0.8443888796360718 4.237343376395286e-25 4.345008752590898e-94 
1.6789822097341615e-59 0.19711613613524004 0.3074854441781598 0.495398419686396 6.327677979009699e-25 
0.027779293323315697 0.3245206761801425 0.6476013364422699 1.2753223788445168e-39 9.869405405445347e-05 
2.8296576202170616e-72 2.1367698716669532e-66 2.6823394225637343e-16 0.9999999999998359 8.167858226826543e-65 
0.720368284755875 0.11093732523284791 5.595295418680857e-11 0.16869435079140746 3.9163755524277525e-08 
3.181398167237951e-103 0.566482217594262 0.4335177824052617 2.5056748741298084e-33 8.615678341691289e-73 
