"layer_from","node_from","layer_to","node_to","weight"
6,35,6,197,0.0476190476190476
6,35,6,216,0.285714285714286
6,36,6,272,1
7,4,7,55,0.111111111111111
7,4,7,92,0.0555555555555556
7,4,7,114,0.0555555555555556
7,4,7,126,0.0555555555555556
7,4,7,138,0.0555555555555556
7,4,7,139,0.166666666666667
7,4,7,141,0.0555555555555556
7,5,7,92,0.533333333333333
7,8,7,92,0.45
7,8,7,129,0.0166666666666667
7,8,7,133,0.0166666666666667
7,8,7,163,0.0333333333333333
7,8,7,165,0.0166666666666667
7,9,7,92,0.343511450381679
7,9,7,103,0.00763358778625954
7,9,7,107,0.0152671755725191
7,9,7,163,0.0534351145038168
7,9,7,165,0.0152671755725191
7,9,7,270,0.00763358778625954
7,9,7,274,0.137404580152672
7,10,7,55,0.0119760479041916
7,10,7,92,0.173652694610778
7,10,7,97,0.00598802395209581
7,10,7,103,0.0119760479041916
7,10,7,107,0.0119760479041916
7,10,7,115,0.0119760479041916
7,10,7,126,0.00598802395209581
7,10,7,129,0.0119760479041916
7,10,7,136,0.00598802395209581
7,10,7,138,0.0538922155688623
7,10,7,139,0.0239520958083832
7,10,7,141,0.00598802395209581
7,10,7,163,0.029940119760479
7,10,7,165,0.0119760479041916
7,10,7,169,0.00598802395209581
7,10,7,170,0.00598802395209581
7,10,7,190,0.00598802395209581
7,10,7,191,0.0119760479041916
7,10,7,209,0.00598802395209581
7,10,7,239,0.00598802395209581
7,10,7,255,0.0119760479041916
7,21,7,98,0.1
7,21,7,162,0.1
7,21,7,165,0.1
7,21,7,176,0.1
7,21,7,202,0.1
7,21,7,243,0.1
7,21,7,275,0.4
7,31,7,92,0.363636363636364
7,31,7,127,0.012987012987013
7,31,7,170,0.012987012987013
7,31,7,265,0.012987012987013
7,35,7,92,0.5
7,35,7,190,0.125
7,4,7,55,0.166666666666667
7,4,7,92,0.0555555555555556
7,4,7,114,0.0555555555555556
7,4,7,138,0.111111111111111
7,4,7,288,0.0555555555555556
7,5,7,92,0.333333333333333
7,5,7,208,0.0666666666666667
7,5,7,211,0.0666666666666667
7,8,7,92,0.4
7,8,7,107,0.0166666666666667
7,8,7,138,0.0166666666666667
7,8,7,190,0.0166666666666667
7,8,7,226,0.0166666666666667
7,9,7,92,0.152671755725191
7,9,7,94,0.00763358778625954
7,9,7,107,0.00763358778625954
7,9,7,121,0.00763358778625954
7,9,7,126,0.00763358778625954
7,9,7,141,0.00763358778625954
7,9,7,163,0.00763358778625954
7,9,7,165,0.0152671755725191
7,9,7,208,0.00763358778625954
7,9,7,228,0.00763358778625954
7,9,7,233,0.00763358778625954
7,9,7,274,0.183206106870229
7,10,7,75,0.00598802395209581
7,10,7,92,0.251497005988024
7,10,7,96,0.0119760479041916
7,10,7,103,0.00598802395209581
7,10,7,111,0.00598802395209581
7,10,7,115,0.0658682634730539
7,10,7,126,0.00598802395209581
7,10,7,134,0.00598802395209581
7,10,7,138,0.0179640718562874
7,10,7,141,0.0179640718562874
7,10,7,163,0.0359281437125748
7,10,7,165,0.0538922155688623
7,10,7,170,0.0239520958083832
7,10,7,190,0.029940119760479
7,10,7,207,0.00598802395209581
7,10,7,242,0.00598802395209581
7,10,7,254,0.00598802395209581
7,10,7,265,0.0119760479041916
7,31,7,92,0.558441558441558
7,31,7,108,0.012987012987013
7,31,7,121,0.012987012987013
7,31,7,193,0.012987012987013
7,33,7,192,0.444444444444444
7,33,7,210,0.111111111111111
7,33,7,248,0.222222222222222
7,33,7,275,0.222222222222222
7,35,7,92,0.25
7,35,7,265,0.125
7,37,7,92,1
7,38,7,140,0.142857142857143
7,38,7,192,0.714285714285714
7,38,7,226,0.142857142857143
1,72,1,3,0.5
1,82,1,3,0.333333333333333
1,104,1,3,1
1,170,1,3,0.275
1,194,1,3,0.0769230769230769
1,242,1,3,0.028169014084507
1,51,1,8,0.333333333333333
1,113,1,8,0.0909090909090909
1,170,1,8,0.025
1,189,1,8,0.111111111111111
1,216,1,8,0.285714285714286
1,244,1,8,0.681818181818182
1,258,1,8,0.352941176470588
1,49,1,9,0.5
1,65,1,9,1
1,113,1,9,0.0909090909090909
1,119,1,9,1
1,160,1,9,0.142857142857143
1,170,1,9,0.45
1,171,1,9,1
1,187,1,9,0.5
1,189,1,9,0.222222222222222
1,216,1,9,0.0476190476190476
1,230,1,9,0.5
1,232,1,9,0.666666666666667
1,242,1,9,0.408450704225352
1,258,1,9,0.220588235294118
1,273,1,9,0.675675675675676
1,286,1,9,1
1,258,1,14,0.0147058823529412
1,216,1,15,0.0476190476190476
1,54,1,17,0.3
1,113,1,17,0.636363636363636
1,198,1,17,1
1,225,1,17,1
1,271,1,17,0.75
1,284,1,17,0.5
1,287,1,17,1
1,99,1,24,1
1,100,1,24,0.5
1,170,1,24,0.025
1,261,1,24,1
1,262,1,24,0.857142857142857
1,45,1,26,0.2
1,51,1,26,0.333333333333333
1,58,1,26,1
1,51,1,28,0.333333333333333
1,194,1,28,0.0769230769230769
1,216,1,28,0.0476190476190476
1,242,1,28,0.0563380281690141
1,45,1,39,0.1
1,86,1,39,0.333333333333333
1,100,1,39,0.5
1,161,1,39,1
1,180,1,39,1
1,216,1,39,0.0476190476190476
1,271,1,39,0.25
1,258,1,2,0.0147058823529412
1,61,1,3,1
1,113,1,3,0.0909090909090909
1,170,1,3,0.025
1,194,1,3,0.769230769230769
1,221,1,3,0.333333333333333
1,222,1,3,1
1,230,1,3,0.5
1,231,1,3,1
1,262,1,3,0.142857142857143
1,82,1,8,0.666666666666667
1,117,1,8,1
1,170,1,8,0.075
1,216,1,8,0.476190476190476
1,244,1,8,0.295454545454545
1,258,1,8,0.308823529411765
1,49,1,9,0.5
1,86,1,9,0.333333333333333
1,101,1,9,1
1,113,1,9,0.0909090909090909
1,147,1,9,1
1,160,1,9,0.142857142857143
1,164,1,9,0.111111111111111
1,170,1,9,0.125
1,187,1,9,0.5
1,188,1,9,1
1,189,1,9,0.666666666666667
1,212,1,9,1
1,216,1,9,0.0476190476190476
1,221,1,9,0.666666666666667
1,232,1,9,0.333333333333333
1,237,1,9,1
1,242,1,9,0.492957746478873
1,256,1,9,1
1,258,1,9,0.0147058823529412
1,267,1,9,1
1,273,1,9,0.324324324324324
1,284,1,9,0.375
1,45,1,12,0.3
1,281,1,12,1
1,45,1,15,0.1
1,72,1,15,0.25
1,116,1,15,0.0909090909090909
1,164,1,15,0.111111111111111
1,258,1,15,0.0147058823529412
1,54,1,17,0.7
1,63,1,17,1
1,72,1,17,0.25
1,160,1,17,0.714285714285714
1,164,1,17,0.666666666666667
1,194,1,17,0.0192307692307692
1,206,1,17,1
1,242,1,17,0.0140845070422535
1,250,1,17,1
1,259,1,17,1
1,284,1,17,0.125
1,285,1,17,1
1,45,1,26,0.3
1,57,1,26,1
1,116,1,26,0.909090909090909
1,164,1,26,0.111111111111111
1,194,1,26,0.0576923076923077
1,196,1,26,1
1,244,1,26,0.0227272727272727
1,258,1,26,0.0441176470588235
1,86,1,28,0.333333333333333
1,172,1,28,1
1,258,1,39,0.0147058823529412
2,66,2,8,1
2,81,2,8,0.137931034482759
2,111,2,8,0.166666666666667
2,188,2,8,1
2,216,2,8,0.17175572519084
2,59,2,9,0.769230769230769
2,77,2,9,0.263157894736842
2,81,2,9,0.344827586206897
2,93,2,9,1
2,106,2,9,1
2,170,2,9,0.25
2,183,2,9,1
2,197,2,9,1
2,214,2,9,1
2,216,2,9,0.202290076335878
2,235,2,9,0.947368421052632
2,240,2,9,1
2,242,2,9,0.25
2,257,2,9,1
2,274,2,9,0.276315789473684
2,131,2,14,0.2
2,234,2,14,0.222222222222222
2,275,2,14,0.428571428571429
2,50,2,17,0.5
2,55,2,17,0.0666666666666667
2,59,2,17,0.0769230769230769
2,71,2,17,1
2,77,2,17,0.157894736842105
2,81,2,17,0.137931034482759
2,89,2,17,0.5
2,91,2,17,0.25
2,95,2,17,1
2,125,2,17,1
2,131,2,17,0.2
2,146,2,17,1
2,163,2,17,1
2,170,2,17,0.375
2,206,2,17,1
2,216,2,17,0.0458015267175573
2,223,2,17,1
2,225,2,17,0.875
2,236,2,17,0.5
2,242,2,17,0.125
2,275,2,17,0.142857142857143
2,284,2,17,0.5
2,55,2,26,0.333333333333333
2,91,2,26,0.125
2,92,2,26,1
2,274,2,26,0.0131578947368421
2,275,2,26,0.0714285714285714
2,277,2,26,1
2,264,2,32,0.5
2,55,2,36,0.0666666666666667
2,101,2,36,0.5
2,234,2,36,0.222222222222222
2,59,2,8,0.0769230769230769
2,81,2,8,0.0689655172413793
2,84,2,8,1
2,111,2,8,0.333333333333333
2,131,2,8,0.2
2,216,2,8,0.236641221374046
2,234,2,8,0.111111111111111
2,235,2,8,0.0526315789473684
2,242,2,8,0.333333333333333
2,50,2,9,0.5
2,59,2,9,0.0769230769230769
2,69,2,9,1
2,77,2,9,0.473684210526316
2,81,2,9,0.275862068965517
2,122,2,9,1
2,170,2,9,0.1875
2,210,2,9,1
2,216,2,9,0.343511450381679
2,219,2,9,1
2,229,2,9,1
2,234,2,9,0.333333333333333
2,242,2,9,0.0833333333333333
2,263,2,9,1
2,264,2,9,0.5
2,274,2,9,0.697368421052632
2,145,2,14,1
2,275,2,14,0.214285714285714
2,155,2,15,1
2,201,2,15,1
2,275,2,15,0.142857142857143
2,48,2,17,1
2,55,2,17,0.133333333333333
2,74,2,17,1
2,89,2,17,0.5
2,99,2,17,1
2,111,2,17,0.5
2,128,2,17,1
2,153,2,17,1
2,168,2,17,0.2
2,170,2,17,0.1875
2,225,2,17,0.125
2,234,2,17,0.111111111111111
2,236,2,17,0.5
2,242,2,17,0.166666666666667
2,284,2,17,0.5
2,77,2,22,0.0526315789473684
2,91,2,22,0.125
2,105,2,22,1
2,55,2,26,0.4
2,77,2,26,0.0526315789473684
2,81,2,26,0.0344827586206897
2,131,2,26,0.4
2,168,2,26,0.8
2,242,2,26,0.0416666666666667
2,274,2,26,0.0131578947368421
2,91,2,32,0.5
2,101,2,32,0.5
3,60,3,8,0.125
3,92,3,8,0.122302158273381
3,101,3,8,1
3,111,3,8,0.470588235294118
3,115,3,8,0.166666666666667
3,123,3,8,1
3,165,3,8,0.0476190476190476
3,170,3,8,0.142857142857143
3,187,3,8,0.166666666666667
3,199,3,8,0.0666666666666667
3,235,3,8,0.333333333333333
3,246,3,8,0.5
3,274,3,8,0.00628930817610063
3,50,3,9,0.266666666666667
3,60,3,9,0.125
3,73,3,9,0.25
3,76,3,9,0.04
3,92,3,9,0.129496402877698
3,111,3,9,0.411764705882353
3,163,3,9,0.0588235294117647
3,165,3,9,0.0952380952380952
3,187,3,9,0.277777777777778
3,199,3,9,0.0666666666666667
3,235,3,9,0.333333333333333
3,246,3,9,0.5
3,274,3,9,0.49685534591195
3,50,3,11,0.133333333333333
3,52,3,11,0.875
3,55,3,11,0.05
3,76,3,11,0.16
3,85,3,11,1
3,92,3,11,0.0503597122302158
3,111,3,11,0.0588235294117647
3,115,3,11,0.333333333333333
3,136,3,11,1
3,139,3,11,0.75
3,149,3,11,1
3,151,3,11,1
3,159,3,11,0.5
3,165,3,11,0.0952380952380952
3,170,3,11,0.428571428571429
3,179,3,11,1
3,187,3,11,0.166666666666667
3,199,3,11,0.333333333333333
3,239,3,11,0.5
3,76,3,12,0.04
3,163,3,12,0.352941176470588
3,275,3,12,0.551724137931034
3,92,3,16,0.00359712230215827
3,268,3,16,0.5
3,275,3,16,0.0689655172413793
3,73,3,17,0.75
3,76,3,17,0.2
3,217,3,17,0.5
3,268,3,17,0.5
3,275,3,17,0.0344827586206897
3,44,3,26,0.75
3,55,3,26,0.2
3,56,3,26,1
3,60,3,26,0.125
3,92,3,26,0.00359712230215827
3,139,3,26,0.25
3,163,3,26,0.0588235294117647
3,165,3,26,0.142857142857143
3,76,3,34,0.12
3,92,3,34,0.0107913669064748
3,115,3,34,0.5
3,163,3,34,0.176470588235294
3,199,3,34,0.0666666666666667
3,50,3,35,0.0333333333333333
3,92,3,35,0.0431654676258993
3,174,3,35,1
3,187,3,35,0.111111111111111
3,199,3,35,0.0666666666666667
3,76,3,38,0.08
3,95,3,38,1
3,274,3,38,0.0566037735849057
3,275,3,38,0.0344827586206897
3,276,3,38,0.5
3,70,3,8,1
3,92,3,8,0.223021582733813
3,187,3,8,0.111111111111111
3,199,3,8,0.0666666666666667
3,50,3,9,0.1
3,53,3,9,1
3,60,3,9,0.125
3,76,3,9,0.04
3,92,3,9,0.154676258992806
3,106,3,9,1
3,111,3,9,0.0588235294117647
3,163,3,9,0.0588235294117647
3,199,3,9,0.333333333333333
3,251,3,9,1
3,274,3,9,0.440251572327044
3,276,3,9,0.5
3,41,3,11,1
3,50,3,11,0.133333333333333
3,92,3,11,0.100719424460432
3,159,3,11,0.5
3,165,3,11,0.0476190476190476
3,235,3,11,0.333333333333333
3,239,3,11,0.5
3,52,3,12,0.125
3,76,3,12,0.08
3,92,3,12,0.00359712230215827
3,163,3,12,0.0588235294117647
3,275,3,12,0.310344827586207
3,42,3,17,1
3,50,3,17,0.333333333333333
3,60,3,17,0.125
3,76,3,17,0.16
3,130,3,17,0.5
3,165,3,17,0.19047619047619
3,203,3,17,1
3,215,3,17,0.75
3,282,3,17,1
3,284,3,17,1
3,55,3,19,0.3
3,202,3,25,1
3,44,3,26,0.25
3,55,3,26,0.45
3,92,3,26,0.00359712230215827
3,165,3,26,0.238095238095238
3,215,3,26,0.25
3,217,3,26,0.5
3,60,3,34,0.375
3,92,3,34,0.0359712230215827
3,130,3,34,0.5
3,163,3,34,0.235294117647059
3,165,3,34,0.142857142857143
3,211,3,34,1
3,270,3,34,1
3,76,3,35,0.08
3,92,3,35,0.115107913669065
3,112,3,35,1
3,170,3,35,0.428571428571429
3,187,3,35,0.166666666666667
4,199,4,1,0.5
4,226,4,1,0.5
4,241,4,1,0.5
4,274,4,1,0.1875
4,92,4,7,0.00833333333333333
4,41,4,8,0.6
4,92,4,8,0.175
4,218,4,8,1
4,50,4,9,0.0476190476190476
4,87,4,9,1
4,92,4,9,0.154166666666667
4,98,4,9,0.5
4,130,4,9,0.5
4,165,4,9,0.111111111111111
4,266,4,9,0.256410256410256
4,274,4,9,0.015625
4,50,4,10,0.0476190476190476
4,60,4,10,0.1
4,92,4,10,0.0916666666666667
4,136,4,10,0.5
4,173,4,10,1
4,176,4,10,1
4,213,4,10,0.333333333333333
4,253,4,10,0.25
4,274,4,10,0.015625
4,92,4,13,0.0458333333333333
4,217,4,13,0.0869565217391304
4,266,4,13,0.205128205128205
4,266,4,14,0.0256410256410256
4,274,4,14,0.015625
4,275,4,14,0.0579710144927536
4,73,4,17,0.25
4,92,4,17,0.00416666666666667
4,98,4,17,0.5
4,143,4,17,1
4,145,4,17,1
4,165,4,17,0.111111111111111
4,266,4,17,0.102564102564103
4,284,4,17,0.5
4,44,4,20,1
4,56,4,20,1
4,60,4,20,0.1
4,92,4,20,0.00416666666666667
4,165,4,20,0.111111111111111
4,249,4,20,1
4,252,4,20,1
4,266,4,20,0.0256410256410256
4,92,4,23,0.00833333333333333
4,55,4,26,0.5
4,92,4,26,0.0125
4,266,4,26,0.0256410256410256
4,62,4,31,1
4,92,4,31,0.245833333333333
4,111,4,31,0.0263157894736842
4,165,4,31,0.111111111111111
4,170,4,31,0.157894736842105
4,187,4,31,0.166666666666667
4,212,4,31,1
4,235,4,31,0.428571428571429
4,238,4,31,0.818181818181818
4,253,4,31,0.25
4,60,4,34,0.1
4,92,4,34,0.0166666666666667
4,266,4,34,0.0256410256410256
4,165,4,37,0.111111111111111
4,266,4,37,0.0256410256410256
4,274,4,37,0.046875
4,92,4,38,0.0125
4,165,4,38,0.111111111111111
4,192,4,38,0.323529411764706
4,217,4,38,0.0869565217391304
4,226,4,38,0.5
4,266,4,38,0.0769230769230769
4,50,4,1,0.0476190476190476
4,73,4,1,0.5
4,135,4,1,1
4,157,4,1,1
4,163,4,1,1
4,192,4,1,0.0882352941176471
4,199,4,1,0.5
4,204,4,1,1
4,217,4,1,0.130434782608696
4,227,4,1,1
4,254,4,1,1
4,266,4,1,0.0256410256410256
4,274,4,1,0.4375
4,275,4,1,0.652173913043478
4,276,4,1,1
4,280,4,1,1
4,60,4,8,0.1
4,92,4,8,0.075
4,111,4,8,0.0526315789473684
4,274,4,8,0.015625
4,41,4,9,0.4
4,50,4,9,0.714285714285714
4,79,4,9,1
4,92,4,9,0.0458333333333333
4,167,4,9,1
4,200,4,9,1
4,217,4,9,0.0869565217391304
4,247,4,9,1
4,274,4,9,0.203125
4,50,4,10,0.0952380952380952
4,60,4,10,0.4
4,64,4,10,1
4,84,4,10,1
4,92,4,10,0.0166666666666667
4,101,4,10,1
4,136,4,10,0.25
4,137,4,10,1
4,170,4,10,0.105263157894737
4,186,4,10,1
4,187,4,10,0.166666666666667
4,213,4,10,0.666666666666667
4,217,4,10,0.130434782608696
4,220,4,10,1
4,243,4,10,0.166666666666667
4,253,4,10,0.5
4,275,4,12,0.0434782608695652
4,46,4,13,1
4,92,4,13,0.0125
4,185,4,13,0.5
4,266,4,13,0.153846153846154
4,60,4,14,0.1
4,92,4,14,0.00416666666666667
4,217,4,14,0.130434782608696
4,274,4,14,0.03125
4,275,4,14,0.0579710144927536
4,50,4,17,0.0476190476190476
4,92,4,17,0.00416666666666667
4,130,4,17,0.5
4,136,4,17,0.25
4,140,4,17,0.5
4,165,4,17,0.333333333333333
4,192,4,17,0.0294117647058824
4,217,4,17,0.304347826086957
4,275,4,17,0.072463768115942
4,279,4,17,1
4,284,4,17,0.5
4,55,4,23,0.5
4,182,4,23,1
4,195,4,23,1
4,266,4,23,0.0256410256410256
4,92,4,26,0.00416666666666667
4,92,4,31,0.05
4,109,4,31,1
4,110,4,31,1
4,111,4,31,0.921052631578947
4,150,4,31,1
4,170,4,31,0.736842105263158
4,185,4,31,0.5
4,187,4,31,0.5
4,217,4,31,0.0434782608695652
4,235,4,31,0.571428571428571
4,238,4,31,0.181818181818182
4,241,4,31,0.5
4,243,4,31,0.833333333333333
4,154,4,37,1
4,187,4,37,0.166666666666667
4,274,4,37,0.015625
4,60,4,38,0.1
4,73,4,38,0.25
4,92,4,38,0.00833333333333333
4,140,4,38,0.5
4,192,4,38,0.558823529411765
4,216,4,38,1
4,266,4,38,0.0256410256410256
4,274,4,38,0.015625
4,275,4,38,0.115942028985507
5,81,5,1,1
5,92,5,1,0.0198863636363636
5,126,5,1,0.263157894736842
5,132,5,1,1
5,135,5,1,1
5,165,5,1,0.275
5,166,5,1,0.0769230769230769
5,181,5,1,0.137931034482759
5,224,5,1,1
5,227,5,1,1
5,254,5,1,0.0666666666666667
5,274,5,1,0.1125
5,275,5,1,0.160493827160494
5,278,5,1,0.161764705882353
5,92,5,5,0.0369318181818182
5,181,5,5,0.310344827586207
5,211,5,5,0.615384615384615
5,217,5,5,0.025
5,92,5,8,0.0823863636363636
5,141,5,8,0.0869565217391304
5,217,5,8,0.05
5,260,5,8,1
5,266,5,8,0.0833333333333333
5,50,5,9,0.223404255319149
5,78,5,9,0.5
5,87,5,9,1
5,92,5,9,0.0568181818181818
5,104,5,9,1
5,120,5,9,1
5,126,5,9,0.105263157894737
5,138,5,9,0.05
5,141,5,9,0.347826086956522
5,165,5,9,0.05
5,217,5,9,0.05
5,242,5,9,0.166666666666667
5,270,5,9,1
5,274,5,9,0.325
5,278,5,9,0.25
5,92,5,10,0.03125
5,126,5,10,0.0526315789473684
5,50,5,12,0.234042553191489
5,55,5,12,0.0476190476190476
5,92,5,12,0.00284090909090909
5,163,5,12,0.4
5,165,5,12,0.025
5,275,5,12,0.493827160493827
5,126,5,17,0.0526315789473684
5,43,5,26,1
5,50,5,26,0.0106382978723404
5,55,5,26,0.476190476190476
5,92,5,26,0.00284090909090909
5,165,5,26,0.075
5,92,5,27,0.00852272727272727
5,275,5,27,0.0740740740740741
5,92,5,29,0.0284090909090909
5,50,5,31,0.0106382978723404
5,60,5,31,0.5
5,92,5,31,0.139204545454545
5,138,5,31,0.15
5,152,5,31,1
5,187,5,31,0.111111111111111
5,242,5,31,0.166666666666667
5,50,5,35,0.0106382978723404
5,78,5,35,0.5
5,92,5,35,0.0198863636363636
5,175,5,35,0.333333333333333
5,242,5,35,0.166666666666667
5,50,5,38,0.0319148936170213
5,92,5,38,0.0170454545454545
5,165,5,38,0.05
5,166,5,38,0.0769230769230769
5,167,5,38,1
5,60,5,1,0.5
5,92,5,1,0.0227272727272727
5,126,5,1,0.157894736842105
5,137,5,1,1
5,165,5,1,0.1
5,190,5,1,1
5,241,5,1,1
5,254,5,1,0.2
5,274,5,1,0.0375
5,275,5,1,0.0246913580246914
5,278,5,1,0.544117647058823
5,139,5,4,0.142857142857143
5,50,5,5,0.0425531914893617
5,92,5,5,0.0170454545454545
5,138,5,5,0.05
5,181,5,5,0.172413793103448
5,211,5,5,0.307692307692308
5,254,5,5,0.0666666666666667
5,92,5,6,0.00284090909090909
5,276,5,6,1
5,278,5,6,0.0294117647058824
5,92,5,8,0.0681818181818182
5,96,5,8,1
5,102,5,8,1
5,138,5,8,0.05
5,178,5,8,0.6
5,217,5,8,0.875
5,218,5,8,1
5,266,5,8,0.583333333333333
5,50,5,9,0.202127659574468
5,83,5,9,1
5,92,5,9,0.144886363636364
5,118,5,9,1
5,124,5,9,0.333333333333333
5,138,5,9,0.15
5,141,5,9,0.478260869565217
5,142,5,9,0.8
5,175,5,9,0.666666666666667
5,184,5,9,1
5,242,5,9,0.333333333333333
5,266,5,9,0.25
5,274,5,9,0.525
5,92,5,10,0.0568181818181818
5,138,5,10,0.05
5,139,5,10,0.142857142857143
5,142,5,10,0.2
5,92,5,12,0.00568181818181818
5,163,5,12,0.6
5,275,5,12,0.0617283950617284
5,92,5,13,0.0227272727272727
5,101,5,13,1
5,158,5,13,1
5,165,5,16,0.025
5,178,5,17,0.2
5,254,5,17,0.0666666666666667
5,284,5,17,1
5,44,5,18,0.666666666666667
5,55,5,18,0.0952380952380952
5,56,5,18,0.666666666666667
5,92,5,18,0.0198863636363636
5,166,5,18,0.0769230769230769
5,44,5,26,0.333333333333333
5,55,5,26,0.0476190476190476
5,56,5,26,0.333333333333333
5,92,5,26,0.00284090909090909
5,266,5,26,0.0833333333333333
5,92,5,27,0.0454545454545455
5,109,5,27,1
5,275,5,27,0.185185185185185
5,50,5,30,0.202127659574468
5,55,5,30,0.333333333333333
5,92,5,30,0.00852272727272727
5,124,5,30,0.333333333333333
5,126,5,30,0.368421052631579
5,138,5,30,0.45
5,139,5,30,0.714285714285714
5,165,5,30,0.4
5,166,5,30,0.769230769230769
5,181,5,30,0.379310344827586
5,211,5,30,0.0769230769230769
5,254,5,30,0.6
5,278,5,30,0.0147058823529412
5,40,5,31,1
5,50,5,31,0.0319148936170213
5,92,5,31,0.102272727272727
5,112,5,31,1
5,138,5,31,0.05
5,141,5,31,0.0869565217391304
5,187,5,31,0.888888888888889
5,193,5,31,1
5,92,5,35,0.03125
5,242,5,35,0.166666666666667
5,92,5,38,0.00284090909090909
5,124,5,38,0.333333333333333
5,140,5,38,1
5,178,5,38,0.2
6,80,6,1,0.5
6,88,6,1,0.181818181818182
6,90,6,1,1
6,92,6,1,0.0102040816326531
6,111,6,1,1
6,165,6,1,0.108695652173913
6,192,6,1,0.2
6,215,6,1,0.5
6,255,6,1,0.210526315789474
6,269,6,1,1
6,270,6,1,1
6,272,6,1,0.0882352941176471
6,274,6,1,0.0526315789473684
6,275,6,1,0.1875
6,67,6,8,1
6,92,6,8,0.153061224489796
6,141,6,8,0.146341463414634
6,216,6,8,0.0483870967741935
6,219,6,8,1
6,238,6,8,0.25
6,255,6,8,0.105263157894737
6,272,6,8,0.0294117647058824
6,92,6,9,0.0612244897959184
6,126,6,9,0.5
6,141,6,9,0.414634146341463
6,205,6,9,1
6,207,6,9,0.4
6,216,6,9,0.161290322580645
6,255,6,9,0.0526315789473684
6,272,6,9,0.0294117647058824
6,274,6,9,0.263157894736842
6,62,6,10,0.125
6,92,6,10,0.137755102040816
6,138,6,10,0.333333333333333
6,187,6,10,0.5
6,197,6,10,0.5
6,255,6,10,0.105263157894737
6,275,6,16,0.03125
6,60,6,17,0.1
6,88,6,17,0.181818181818182
6,126,6,17,0.5
6,156,6,17,1
6,163,6,17,0.0476190476190476
6,165,6,17,0.0217391304347826
6,275,6,17,0.0625
6,92,6,20,0.0102040816326531
6,92,6,31,0.0714285714285714
6,165,6,31,0.0217391304347826
6,177,6,31,1
6,207,6,31,0.6
6,216,6,31,0.0483870967741935
6,245,6,31,1
6,88,6,33,0.0909090909090909
6,165,6,33,0.130434782608696
6,192,6,33,0.2
6,216,6,33,0.032258064516129
6,272,6,33,0.0882352941176471
6,275,6,33,0.1875
6,60,6,34,0.1
6,165,6,34,0.0652173913043478
6,255,6,34,0.0526315789473684
6,62,6,35,0.0625
6,68,6,35,1
6,138,6,35,0.333333333333333
6,163,6,35,0.0952380952380952
6,238,6,35,0.5
6,243,6,35,0.5
6,80,6,1,0.5
6,88,6,1,0.454545454545455
6,165,6,1,0.0434782608695652
6,170,6,1,0.833333333333333
6,255,6,1,0.210526315789474
6,272,6,1,0.0294117647058824
6,274,6,1,0.578947368421053
6,55,6,4,0.333333333333333
6,98,6,4,1
6,88,6,8,0.0909090909090909
6,92,6,8,0.0510204081632653
6,141,6,8,0.024390243902439
6,144,6,8,1
6,163,6,8,0.333333333333333
6,216,6,8,0.258064516129032
6,235,6,8,1
6,255,6,8,0.0526315789473684
6,47,6,9,1
6,92,6,9,0.0714285714285714
6,108,6,9,1
6,133,6,9,1
6,141,6,9,0.414634146341463
6,163,6,9,0.19047619047619
6,165,6,9,0.0217391304347826
6,216,6,9,0.17741935483871
6,272,6,9,0.617647058823529
6,274,6,9,0.105263157894737
6,92,6,10,0.122448979591837
6,101,6,10,1
6,148,6,10,1
6,163,6,10,0.0476190476190476
6,187,6,10,0.5
6,238,6,10,0.25
6,255,6,10,0.210526315789474
6,55,6,12,0.333333333333333
6,56,6,12,1
6,60,6,12,0.2
6,165,6,12,0.0652173913043478
6,239,6,12,1
6,44,6,16,0.333333333333333
6,55,6,16,0.166666666666667
6,275,6,16,0.03125
6,55,6,17,0.166666666666667
6,60,6,17,0.5
6,62,6,17,0.0625
6,92,6,17,0.00510204081632653
6,138,6,17,0.333333333333333
6,165,6,17,0.456521739130435
6,203,6,17,1
6,215,6,17,0.5
6,216,6,17,0.0806451612903226
6,272,6,17,0.0294117647058824
6,275,6,17,0.15625
6,284,6,17,1
6,44,6,26,0.666666666666667
6,84,6,26,1
6,163,6,26,0.0952380952380952
6,165,6,26,0.0217391304347826
6,62,6,31,0.6875
6,92,6,31,0.244897959183673
6,216,6,31,0.0645161290322581
6,243,6,31,0.5
6,60,6,33,0.1
6,92,6,33,0.0459183673469388
6,146,6,33,1
6,163,6,33,0.142857142857143
6,165,6,33,0.0434782608695652
6,170,6,33,0.166666666666667
6,192,6,33,0.6
6,216,6,33,0.032258064516129
6,272,6,33,0.0294117647058824
6,275,6,33,0.34375
6,283,6,33,1
6,62,6,35,0.0625
6,92,6,35,0.0153061224489796
6,143,6,35,1
6,163,6,35,0.0476190476190476
6,197,6,35,0.5
6,216,6,35,0.0967741935483871
6,272,6,36,0.0588235294117647
7,55,7,4,0.285714285714286
7,92,7,4,0.00357142857142857
7,114,7,4,0.5
7,126,7,4,0.25
7,138,7,4,0.0625
7,139,7,4,0.428571428571429
7,141,7,4,0.166666666666667
7,92,7,5,0.0285714285714286
7,92,7,8,0.0964285714285714
7,129,7,8,0.333333333333333
7,133,7,8,1
7,163,7,8,0.0952380952380952
7,165,7,8,0.0588235294117647
7,92,7,9,0.160714285714286
7,103,7,9,0.25
7,107,7,9,0.333333333333333
7,163,7,9,0.333333333333333
7,165,7,9,0.117647058823529
