19 8 25 0 0.0934891511862459 0.30129999756774595 0.6052108504077878 
51 28 29 1 0.28850416639613713 0.46778205683848717 0.24371377582248527 
14 1 38 1 0.01583236513015053 0.8802701399176095 0.10389749419944207 
31 30 3 1 0.1476853789724493 0.702727904726212 0.14958671539552562 
69 25 59 2 0.02982151654860817 0.62380122046197 0.3463772621237785 
3 17 4 1 0.11264922776180744 0.5387264382339184 0.3486243331553988 
3 12 14 0 0.26988034231874314 0.5992908085380475 0.13082884824255323 
44 19 10 2 4.32193352817136e-06 0.22727502945620665 0.7727206479501482 
34 20 10 1 0.3013368238256263 0.6381128681724163 0.06055030708687031 
47 3 46 0 0.14337702815096756 0.6412074385196683 0.21541553250945444 
30 36 31 1 0.2783924829480591 0.6484394607898009 0.07316805539256988 
12 4 6 1 0.0645007831202325 0.29718346776002724 0.6383157486232682 
26 12 3 0 0.03915258425240046 0.3362638210089584 0.6245835940523868 
32 12 34 1 0.08442358142956043 0.8161100069348586 0.09946641063883019 
56 63 5 1 0.13078463254803863 0.49100974122237784 0.37820562535266755 
57 63 68 2 0.13802352441903032 0.6203971002360026 0.2415793745903206 
17 2 14 1 0.09471098998529488 0.8223976537249158 0.08289135547200248 
8 17 4 2 0.00033792928471063646 0.6245649154172899 0.3750971544527548 
8 1 14 1 0.031037362087464715 0.7636204694182682 0.20534216766707147 
68 37 58 2 0.017651828717954617 0.19673841832869526 0.7856097521220182 
55 10 64 1 0.1707413153352415 0.7095551725082296 0.11970351123220595 
18 38 3 1 0.010476767207197788 0.4612993233856668 0.5282239086426644 
60 4 56 0 0.4582064449453044 0.4040020129220394 0.13779154115748654 
5 1 3 1 0.16608717800594397 0.7577008094449926 0.07621201174810298 
16 1 8 1 0.029456690658227758 0.8961371619966287 0.07440614646517635 
38 9 29 2 0.01368638300224092 0.7686207843597629 0.21769283167239178 
33 37 58 2 0.2907485579430005 0.34937903000749587 0.3598724111990568 
35 37 58 2 0.03398401358746099 0.26206746436285255 0.7039485212184506 
10 0 5 1 0.063814807602244 0.8567548869186441 0.07943030470378089 
2 1 8 1 0.06285771364770107 0.8579637214763713 0.07917856399518786 
11 31 6 1 0.014065403708996421 0.5882167171321449 0.3977178784373387 
21 4 37 2 0.08185302286798031 0.49251469667059744 0.4256322797377684 
30 12 34 1 0.36423409323729755 0.5784013120517408 0.05736459371362703 
11 12 14 1 0.12132372131898915 0.8620841367343204 0.016592141048656764 
17 8 15 1 0.03280573341393554 0.7702959900624304 0.196898275564939 
78 26 4 2 0.00931867175125865 0.2551973453729047 0.7354839820618968 
33 32 10 1 0.27158625661069086 0.4511335516163152 0.27728019086245637 
43 0 6 1 0.21049825861201057 0.5953278561940496 0.19417388420479834 
12 18 5 1 0.04769318338577457 0.6419587023360439 0.3103481135068476 
9 9 4 1 0.4644225913237062 0.49898741938242575 0.03658998832406475 
0 8 11 2 0.19833348164007955 0.491873736678197 0.30979278089532725 
18 8 40 1 0.05826230610468945 0.8725175862231555 0.0692201067222308 
2 0 7 1 0.06975590018570373 0.8379775500030712 0.09226654901155606 
0 25 29 2 0.004513850797616024 0.2003188265703089 0.7951673220274134 
62 29 22 2 0.0708593566050336 0.33009896348686046 0.5990416793575111 
32 36 37 1 6.278929041083238e-08 0.8533566210008532 0.1466433152975738 
75 4 6 2 0.13367216962822318 0.2619957849867247 0.604332044881124 
12 12 4 0 0.046629537193927345 0.39991525298876646 0.5534552091037246 
57 25 20 1 0.18769395395234736 0.52628177189738 0.2860242732453963 
11 7 66 1 0.06912490120502875 0.9058250628431846 0.025050035079264073 
2 0 1 1 0.07950826159822577 0.8026704180258633 0.11782131966765617 
51 9 5 0 0.43264395185581656 0.5436170066760975 0.023739040506789336 
13 18 7 2 0.06448659842147046 0.47072139838754007 0.46479200236408413 
